dialogueID,date,from,to,text
129800.tsv,2010-12-29T23:19:00.000Z,ActionParsnip,leello,"http://www.thedumbterminal.co.uk/php/knowledgebase/?action=view&id=3"
129800.tsv,2010-12-29T23:49:00.000Z,ActionParsnip,leello,"check the ip addressing on both PCs to ensure they are in the same subnet, try pinging by IP and not just by name"
60040.tsv,2009-09-14T14:59:00.000Z,ActionParsnip,Wolke,"http://ubuntuforums.org/showthread.php?t=276475"
128911.tsv,2010-07-15T20:28:00.000Z,ActionParsnip,Flats,"is there a security on the printer?"
11742.tsv,2012-05-18T04:49:00.000Z,ActionParsnip,grimeton,"packages.ubuntu.com"
129971.tsv,2011-02-09T06:16:00.000Z,ActionParsnip,JoeCoolDesk1,"i'd ask in #vbox too,as far as I know it installs to a disk image"
129754.tsv,2008-06-11T13:12:00.000Z,ActionParsnip,Quintin,"sup?"
129754.tsv,2008-06-11T13:13:00.000Z,ActionParsnip,Quintin,"i'd shoot for raid"
129936.tsv,2012-09-24T17:39:00.000Z,ActionParsnip,alix_,"try #django"
129304.tsv,2011-02-13T14:03:00.000Z,ActionParsnip,mopeyennui,"press ALT+F2 and run: gconf-editor"
8821.tsv,2011-12-01T05:26:00.000Z,ActionParsnip,drulic,"https://help.ubuntu.com/community/SSH/OpenSSH/Keys"
128927.tsv,2012-08-19T04:38:00.000Z,ActionParsnip,builder,"you do know that free -m   shows how muchswap is used...."
128927.tsv,2012-08-19T04:40:00.000Z,ActionParsnip,builder,"USEDSWAP=free -m | grep -i swap | awk {'print $3'}; echo 'Swap used is $USEDSWAP Mb'"
130723.tsv,2010-08-28T11:18:00.000Z,ActionParsnip,octaviano,"run: lsusb   one line will identify the device, websearch for the 8 character hex ID to find guides"
130723.tsv,2010-08-29T04:39:00.000Z,ActionParsnip,octaviano,"run: lsusb   one line will identify the device, websearch for the 8 character hex ID"
131241.tsv,2012-05-19T20:00:00.000Z,ActionParsnip,Guest4180,"ok...."
130745.tsv,2010-08-28T05:20:00.000Z,ActionParsnip,Himythu,"restart the router"
130803.tsv,2012-11-19T00:12:00.000Z,ActionParsnip,nr_double,"what is the output of:  lsb_release -sc"
130803.tsv,2012-11-19T00:19:00.000Z,ActionParsnip,nr_double,"try unticking 'available to all users'."
129804.tsv,2012-11-25T02:14:00.000Z,ActionParsnip,Shaun28382,"yes"
129804.tsv,2012-11-25T02:17:00.000Z,ActionParsnip,Shaun28382,"yes"
130497.tsv,2010-07-03T11:21:00.000Z,ActionParsnip,Mqueue,"sudo lshw -C network ,websearch for the product line to find guides"
42432.tsv,2011-01-18T23:33:00.000Z,ActionParsnip,nan,"Ddoo: there are educational games in the repos. Depends on the level"
130247.tsv,2009-09-11T03:19:00.000Z,ActionParsnip,anthony,"imageshack or photobucket"
129593.tsv,2012-03-09T12:46:00.000Z,ActionParsnip,pro7o,"sudo is a good user model. You can run: sudo -i    for an interactive session and you won't need to type pass till you run: exit"
11499.tsv,2011-09-07T16:16:00.000Z,ActionParsnip,RealAndy,"http://www.rakshitk.com/blog/2008/01/26/how-to-configure-pidgin-to-work-with-google-talk/"
130716.tsv,2012-02-15T00:15:00.000Z,ActionParsnip,shany,"try #ubuntu-ru"
130716.tsv,2012-02-15T00:16:00.000Z,ActionParsnip,shany,"ubottu is sleeping"
130616.tsv,2008-06-21T20:59:00.000Z,ActionParsnip,esteth,"id check xorg.conf out, it'll say there"
128943.tsv,2010-06-28T04:59:00.000Z,ActionParsnip,naturegodtm,"/msg person message"
73310.tsv,2009-04-19T18:11:00.000Z,ActionParsnip,Ned2,"sudo apt-get update; sudo apt-get upgrade"
129934.tsv,2009-07-24T05:11:00.000Z,ActionParsnip,Xerran,"unlucky"
131274.tsv,2011-11-14T01:53:00.000Z,ActionParsnip,ab5tra,"try in #c"
131274.tsv,2011-11-14T01:54:00.000Z,ActionParsnip,ab5tra,"get yourself registered and identified and you can enter"
130853.tsv,2009-05-04T22:37:00.000Z,ActionParsnip,morhekil,"what is the output of: file <whatever file you have>"
130853.tsv,2009-05-04T22:38:00.000Z,ActionParsnip,morhekil,"file extensions dont mean much in linux"
130107.tsv,2011-04-14T21:46:00.000Z,ActionParsnip,mrmcan,"hold shift at boot, select recovery mode, select root with networking and install it"
130107.tsv,2011-04-14T21:46:00.000Z,ActionParsnip,mrmcan,"you can just as easily log in at CLI and run: startx   then install it as you expect"
130875.tsv,2010-10-24T23:35:00.000Z,ActionParsnip,fnordz,"you'll need a deb for that"
130875.tsv,2010-10-24T23:37:00.000Z,ActionParsnip,fnordz,"then install that then run: sudo apt-get -f install ,and it will install the player"
129247.tsv,2012-01-12T22:53:00.000Z,ActionParsnip,savage2005,"from what to what?"
129247.tsv,2012-01-12T22:54:00.000Z,ActionParsnip,savage2005,"then you'll need to mount it, should be listed in the left panel of nautilus"
36525.tsv,2010-06-14T22:56:00.000Z,ActionParsnip,dweezahr,"you installed the 32bit ISO dude"
130532.tsv,2009-05-06T15:53:00.000Z,ActionParsnip,cck,"press alt+f2 and type that"
131089.tsv,2011-01-26T23:15:00.000Z,ActionParsnip,Bops,"puppylinux is small"
19969.tsv,2011-03-21T03:39:00.000Z,ActionParsnip,samuel12346,"unless the NTFS is on another system, the proxy isn't a factor"
19969.tsv,2011-03-21T03:43:00.000Z,ActionParsnip,samuel12346,"unless the app is extremely portable, it won't work otherwise software piracy would beVERY easy"
131056.tsv,2008-10-31T03:29:00.000Z,ActionParsnip,tilde,"i sugest fluxbox :)"
129361.tsv,2010-07-28T23:13:00.000Z,ActionParsnip,Quiet_guy,"what video chip?"
129361.tsv,2010-07-28T23:15:00.000Z,ActionParsnip,Quiet_guy,"the command: lspci ,will tell you in 2 seconds"
53403.tsv,2010-07-02T23:42:00.000Z,ActionParsnip,pakair,"try adding the mozilla ppa. The later build may help. I haven't seen the behaviour as I don't use firefox"
131013.tsv,2012-08-13T16:42:00.000Z,ActionParsnip,hate-flash,"can you give a pastebin of the output of:  lsb_release -a; uname -a; dpkg -l | egrep 'flash|gnash|swf|spark'"
130291.tsv,2010-07-07T22:59:00.000Z,ActionParsnip,frikkieh,"same deal"
130291.tsv,2010-07-07T22:59:00.000Z,ActionParsnip,frikkieh,"there is a noip client for pcs. some routers allow dyndns accounts"
129707.tsv,2010-02-22T02:34:00.000Z,ActionParsnip,dangerman,"use: sudo apt-get clean"
129707.tsv,2010-02-22T02:34:00.000Z,ActionParsnip,dangerman,"if space is an issue, consider removing old unused kernels"
64346.tsv,2009-07-28T11:33:00.000Z,ActionParsnip,nan,"!themes > TannerS"
64346.tsv,2009-07-28T11:35:00.000Z,ActionParsnip,nan,"!ot | MT"
129682.tsv,2010-11-15T13:17:00.000Z,ActionParsnip,avogadro,"if you are in the sudo grace period, no"
129682.tsv,2010-11-15T13:18:00.000Z,ActionParsnip,avogadro,"sudo -i is advised. Instead of sudo su"
129054.tsv,2012-07-01T00:38:00.000Z,ActionParsnip,crazymindstorm,"ask in #backtrack-linux"
129518.tsv,2010-08-04T23:27:00.000Z,ActionParsnip,vairam,"its in the main repo so: sudo apt-get update; sudo apt-get install wvdial ,will install it."
129518.tsv,2010-08-04T23:30:00.000Z,ActionParsnip,vairam,"I've never used it, I've always used apt-get"
129076.tsv,2010-08-14T08:00:00.000Z,ActionParsnip,PAPI,"its mounted with only root able to read it"
129076.tsv,2010-08-14T08:02:00.000Z,ActionParsnip,PAPI,"then run: gksudo nautilus    it will be ok then"
129323.tsv,2011-06-23T02:26:00.000Z,ActionParsnip,icode,"s'alright"
130892.tsv,2008-04-15T13:11:00.000Z,ActionParsnip,diplomat,"type sudo in front of the commands"
130892.tsv,2008-04-15T13:13:00.000Z,ActionParsnip,diplomat,"why not just install alsa from repos?"
4054.tsv,2012-05-01T17:04:00.000Z,ActionParsnip,Gontxalu1,"edit /etc/default/keyboard    and change the XKBLAYOUT=    line"
95230.tsv,2008-10-11T22:15:00.000Z,ActionParsnip,Docal,"do you choose switch user?"
131289.tsv,2011-06-11T07:12:00.000Z,ActionParsnip,UcefKH,"use one line please"
130130.tsv,2012-11-14T21:43:00.000Z,ActionParsnip,keith___,"are there any bugs reported?"
131327.tsv,2009-04-28T04:33:00.000Z,ActionParsnip,freehood4all,"already got, love 1.4  there is no xul remote for 2.0"
129150.tsv,2011-02-01T04:31:00.000Z,ActionParsnip,wanderingi,"yes, and$0 is how many args have been passed"
129150.tsv,2011-02-01T04:34:00.000Z,ActionParsnip,wanderingi,":wx"
130838.tsv,2011-02-03T23:49:00.000Z,ActionParsnip,kylefox,"i believe its /etc/profile but not sure"
67856.tsv,2009-06-02T13:15:00.000Z,ActionParsnip,pudidis,"the ultiate boot cd contains tools from the major hdd manufacturers to test their own drives"
67856.tsv,2009-06-02T13:58:00.000Z,ActionParsnip,pudidis,"if you can, md5 check the iso first"
131356.tsv,2009-12-17T15:46:00.000Z,ActionParsnip,zeitlos,"you can't access drives, only partitions. Do you mean partitions?"
131356.tsv,2009-12-17T15:47:00.000Z,ActionParsnip,zeitlos,"theres a disk manager applet you can add which will allow you to unmount partitions"
130521.tsv,2010-05-30T00:40:00.000Z,ActionParsnip,pecar,"did you MD5 test the ISO you downloaded? Did you run the CD verifier?"
23916.tsv,2012-08-15T05:17:00.000Z,ActionParsnip,FloatingGoat,"sudo usermod -a -G audio $USER"
73885.tsv,2009-08-13T15:00:00.000Z,ActionParsnip,pirinto,"tried creating the scanner group yourself?"
105309.tsv,2011-05-26T10:38:00.000Z,ActionParsnip,superfirelord42,"you can use -iname to make it case insensitive ;)"
105309.tsv,2011-05-26T10:39:00.000Z,ActionParsnip,superfirelord42,"sharing the love <3"
130597.tsv,2009-04-16T23:36:00.000Z,ActionParsnip,ebaird,"sudo adduser $USER <group>"
130800.tsv,2010-03-14T19:23:00.000Z,ActionParsnip,liogr,"no, i disable it using boot options too"
130837.tsv,2008-08-07T01:48:00.000Z,ActionParsnip,pr0gr4mm3r,"do you have both cards?"
52706.tsv,2011-06-14T08:38:00.000Z,ActionParsnip,aendruk,"its for all levels of use, its main target is new users but it can be as gritty as you wish"
52706.tsv,2011-06-14T08:39:00.000Z,ActionParsnip,nan,"!anyone | plandoll12"
130409.tsv,2009-01-26T18:11:00.000Z,ActionParsnip,ubuntu_is_dabest,"like terminal services in windows?"
130409.tsv,2009-01-26T18:11:00.000Z,ActionParsnip,ubuntu_is_dabest,"you could vnc over ssh tunnel"
130014.tsv,2008-09-02T13:37:00.000Z,ActionParsnip,frangko,"try sudo apt-get --reinstall install wine"
131246.tsv,2010-03-19T14:38:00.000Z,ActionParsnip,roro1,"can you give a pastebin output of: sudo apt-get update; sudo apt-get -f install; sudo apt-get upgrade"
131246.tsv,2010-03-19T14:51:00.000Z,ActionParsnip,roro1,"thats fine: sudo apt-get --purge autoremove    to delete them"
38777.tsv,2010-05-11T05:21:00.000Z,ActionParsnip,SanGohan,"http://www.youtube.com/watch?v=3PVUB4eElTo"
130318.tsv,2011-09-30T11:10:00.000Z,ActionParsnip,z3bra_,"sure, you can use rdesktop and RDP on as you normally would"
123568.tsv,2009-03-04T05:05:00.000Z,ActionParsnip,Rolcol,"yes"
129272.tsv,2011-06-18T22:16:00.000Z,ActionParsnip,thezman60,"looks like you are pro"
129272.tsv,2011-06-18T22:16:00.000Z,ActionParsnip,thezman60,"use tab to complete user nicks is all I can advise really, its a pretty basic protocol"
130466.tsv,2008-10-23T03:08:00.000Z,ActionParsnip,d4rkmonkey,"mines fine, you gotta use http method in advanced settings"
129395.tsv,2008-12-31T05:43:00.000Z,ActionParsnip,smallfry,"wassup?"
32290.tsv,2010-11-19T20:47:00.000Z,ActionParsnip,Silasle,"use xev and press the buttons"
130519.tsv,2009-01-22T18:11:00.000Z,ActionParsnip,FireFox,"i did, just close it"
130519.tsv,2009-01-22T18:12:00.000Z,ActionParsnip,FireFox,"do you know who it was?"
129189.tsv,2008-12-18T04:06:00.000Z,ActionParsnip,FAJALOU,"run dmesg | less and read your kernel logs, you may see errors"
130148.tsv,2011-01-05T08:13:00.000Z,ActionParsnip,cricketeer,"has a method to use the files on the liveCD to instal chepo broadcom 43xx wirelesses"
129005.tsv,2008-10-21T00:50:00.000Z,ActionParsnip,cole,"you can use chown and chmod to set permissions to prevent acess"
129005.tsv,2008-10-21T00:52:00.000Z,ActionParsnip,cole,"check out chmod"
130572.tsv,2011-03-21T03:41:00.000Z,ActionParsnip,flamot_,"please keep it family friendly"
129982.tsv,2011-02-27T23:44:00.000Z,ActionParsnip,sanbor,"in what way?"
130611.tsv,2009-09-29T17:24:00.000Z,ActionParsnip,unefa,"df -h"
130611.tsv,2009-09-29T18:37:00.000Z,ActionParsnip,unefa,"64bit is fne for desktop duder"
131403.tsv,2011-04-28T20:39:00.000Z,ActionParsnip,nitroxidus,"just run your upgrades and you will get it"
130083.tsv,2011-12-02T20:45:00.000Z,ActionParsnip,goldenboy87,"you can use wubi to install to a file on your NTFS, or you can resize NTFS and install to it's own partition"
130083.tsv,2011-12-02T20:47:00.000Z,ActionParsnip,goldenboy87,"if you boot to the install CD you will more than likely resize NTFS"
116431.tsv,2008-07-25T16:35:00.000Z,ActionParsnip,Baby_Shambl3s,"https://help.ubuntu.com/community/Installation/LowMemorySystems"
130160.tsv,2011-02-03T08:16:00.000Z,ActionParsnip,philo,"yes, unless you use screen"
130335.tsv,2008-06-03T15:18:00.000Z,ActionParsnip,mshanks,"if its a laptop it gives battery levels"
100121.tsv,2008-08-26T19:24:00.000Z,ActionParsnip,nan,"root shell is never needed, sudo gives all necessary power and is safer and more secure"
100121.tsv,2008-08-26T19:25:00.000Z,ActionParsnip,vilcoyot,"np bro"
131138.tsv,2010-02-25T07:19:00.000Z,ActionParsnip,Kenthree,"I had that, there some pam stuff to mess with. I just switched wo wicd and had no more issues"
129633.tsv,2012-03-10T02:17:00.000Z,ActionParsnip,neo31,"ask in #ubuntu+1 for precise support please"
131306.tsv,2010-10-13T23:24:00.000Z,ActionParsnip,Boeboe,"the proprietary imho, they don't work with maverick yet"
131306.tsv,2010-10-13T23:27:00.000Z,ActionParsnip,Boeboe,"proprietary imho"
130273.tsv,2012-11-07T10:07:00.000Z,ActionParsnip,mats,"what video chip do you use?"
130273.tsv,2012-11-07T10:07:00.000Z,ActionParsnip,mats,"try the boot option: nomodeset"
130264.tsv,2009-03-10T16:40:00.000Z,ActionParsnip,erikk1,"http://www.getdeb.net/release/3960"
131038.tsv,2008-08-20T13:56:00.000Z,ActionParsnip,Dethray,"what you using to partition?"
131038.tsv,2008-08-20T13:57:00.000Z,ActionParsnip,Dethray,"yuo using sudo with them?"
129562.tsv,2012-09-10T22:09:00.000Z,ActionParsnip,fobo,"lsusb   is a good start"
128917.tsv,2012-07-02T09:46:00.000Z,ActionParsnip,xujun10110,"doesn't that happen by default?"
128917.tsv,2012-07-02T09:46:00.000Z,ActionParsnip,xujun10110,"have you asked in #squid too?"
130215.tsv,2012-09-01T04:16:00.000Z,ActionParsnip,Guest75472,"Default Ubuntu comes with Gnome by default"
130736.tsv,2009-09-01T18:51:00.000Z,ActionParsnip,dayanandasaraswa,"#ubuntu-devel may help"
130882.tsv,2012-03-10T07:07:00.000Z,ActionParsnip,rfiaca_,"sure, do it in liveCD. Take a full backup first in case of catastrophe"
377.tsv,2012-11-22T04:29:00.000Z,ActionParsnip,nan,"!bootoption | enriq"
377.tsv,2012-11-22T04:30:00.000Z,ActionParsnip,nan,"cheez0r: reinstall with Precise. 6.06 is so dead it's untrue"
129108.tsv,2012-04-25T10:21:00.000Z,ActionParsnip,jpmaxwell,"wrong channel dude"
129108.tsv,2012-04-25T10:22:00.000Z,ActionParsnip,jpmaxwell,"try it, see what you think of it"
5871.tsv,2012-03-11T08:22:00.000Z,ActionParsnip,Fyodorovna,"beat me to it"
129322.tsv,2010-09-12T23:22:00.000Z,ActionParsnip,loiteringsammy,"then you need to satisfy the deb by finding the Ubuntu deb for the package it needs or you won't be able to install / remove or upgrade packages"
129322.tsv,2010-09-12T23:22:00.000Z,ActionParsnip,loiteringsammy,"if its just a .so file it needs then you may just need a symlink"
113700.tsv,2011-05-11T22:46:00.000Z,ActionParsnip,nan,"Samba_: gnome3 isn't supported here"
113700.tsv,2011-05-11T22:47:00.000Z,ActionParsnip,nan,"Home-alone: you can then use nautilus or in cli: unp filename.rar"
131305.tsv,2008-11-09T22:53:00.000Z,ActionParsnip,oOarthurOo,"ssh user@servername"
130353.tsv,2011-10-20T00:40:00.000Z,ActionParsnip,f4k3z,"watch your mount options and you can set access then"
129356.tsv,2011-02-03T05:46:00.000Z,ActionParsnip,cisco21c,"surely the drive you select as bootable in BIOS will supercede the other/"
129780.tsv,2008-07-23T14:35:00.000Z,ActionParsnip,coulix,"its usually managed by grub.conf"
129780.tsv,2008-10-09T13:50:00.000Z,ActionParsnip,coulix,"if yu install nspluginwrapper you can kill that if flash moans"
129149.tsv,2012-11-19T01:34:00.000Z,ActionParsnip,nrik,"nobody"
130860.tsv,2008-12-15T04:40:00.000Z,ActionParsnip,gasmask,"you could add the ip to /etc/hosts.allow"
130860.tsv,2008-12-15T04:41:00.000Z,ActionParsnip,gasmask,"check you have set the security for vnc"
23344.tsv,2012-09-13T13:18:00.000Z,ActionParsnip,k1l,"echo `free -m | head -n 3 | tail -n 1 | awk {'print $4'}`Mb RAM free     Will show you"
23344.tsv,2012-09-13T13:20:00.000Z,ActionParsnip,k1l,"ah, though s/he said she/he was earlier..."
77323.tsv,2010-05-04T01:10:00.000Z,ActionParsnip,Kuifje111,"could use sshfs"
129058.tsv,2010-07-20T23:05:00.000Z,ActionParsnip,Guest57863,"CUPS manages it all, sites dont assume usb printers dude"
129809.tsv,2010-09-27T15:55:00.000Z,ActionParsnip,neriukas,"do you have a question?"
129809.tsv,2010-10-18T17:30:00.000Z,ActionParsnip,neriukas,"thats kernel version, not ubuntu version ;)"
21440.tsv,2011-02-23T20:46:00.000Z,ActionParsnip,xtbgod,"install ubuntu-restricted-extras and w32codecs from the medibuntu repo (I assume 32bit OS and Gnome desktop)"
130670.tsv,2012-11-20T04:44:00.000Z,ActionParsnip,Guest24899,"use:  sudo killall -u username    it will boot the user, you can then delete it"
131127.tsv,2008-10-23T14:16:00.000Z,ActionParsnip,les,"it needs apt-getting"
131127.tsv,2008-10-23T14:17:00.000Z,ActionParsnip,les,"just pointing out its not a standard command unlike in windows"
130432.tsv,2011-11-26T15:54:00.000Z,ActionParsnip,zaffy,"CTRL+O is used to write (o)ut the buffer to the file"
130432.tsv,2011-11-26T15:55:00.000Z,ActionParsnip,zaffy,"F2 is exit :)"
128851.tsv,2011-06-03T23:17:00.000Z,ActionParsnip,butch1282,"sure"
128851.tsv,2011-06-03T23:17:00.000Z,ActionParsnip,butch1282,"you can do anything in the live OS except reboot"
129184.tsv,2010-10-03T05:04:00.000Z,ActionParsnip,charles___,"you need to install apache2.2-common"
129297.tsv,2012-02-03T21:45:00.000Z,ActionParsnip,hamed,"most are installed by default so as long as your system is up to date you are ok"
130683.tsv,2012-01-29T23:39:00.000Z,ActionParsnip,Silpelit,"IE runs badly in wine. There is ies4linux but if you are testing websites for IE compatibility I suggest you run a virtualbox"
131435.tsv,2010-06-07T00:19:00.000Z,ActionParsnip,jasper,"chmod +x file; ./file"
131435.tsv,2010-06-07T00:19:00.000Z,ActionParsnip,jasper,"if you are installing nvidia drivers you are doing it the really hard way"
129050.tsv,2012-05-24T01:28:00.000Z,ActionParsnip,liznevada,"the bot is triggered by a human"
130480.tsv,2012-08-14T23:46:00.000Z,ActionParsnip,Guest79847,"do you have a support question?"
130900.tsv,2012-05-15T08:34:00.000Z,ActionParsnip,nhanb483_,"gksudo for gui apps"
130900.tsv,2012-05-15T08:35:00.000Z,ActionParsnip,nhanb483_,"you will mangle the ownership of ~/.ICEAuthority and cause issues :)"
130644.tsv,2009-01-04T03:13:00.000Z,ActionParsnip,pkodon,"if ubuntu is the guest machine, you can map network drives using the ip address or config the VM to access the local folder as a drive"
129561.tsv,2012-11-13T22:08:00.000Z,ActionParsnip,MrOxy,"check PM"
129214.tsv,2010-12-20T04:54:00.000Z,ActionParsnip,nullkuhl,"add to the ~/.bashrc  to add to path"
129214.tsv,2010-12-20T04:54:00.000Z,ActionParsnip,nullkuhl,"add:  export PATH=$PATH:/new/path  to add /new/path   to PATH"
51662.tsv,2012-06-05T18:34:00.000Z,ActionParsnip,ponto,"have you checked for bugs?"
68264.tsv,2011-02-13T21:04:00.000Z,ActionParsnip,mkanyicy,"it is in every linux partition you have, it doesn't do anything"
130053.tsv,2011-02-13T16:43:00.000Z,ActionParsnip,agung,"ubuntu support"
74656.tsv,2011-03-03T20:28:00.000Z,ActionParsnip,jtsmeed,"is the service running?"
23940.tsv,2011-05-12T04:29:00.000Z,ActionParsnip,kenneth_reitz,"ask in #debian"
130598.tsv,2012-07-30T08:32:00.000Z,ActionParsnip,z1lt0id,"have you asked in #winehq too"
129408.tsv,2009-09-12T22:51:00.000Z,ActionParsnip,vikk,"which dvd?"
130377.tsv,2011-02-07T08:37:00.000Z,ActionParsnip,Incom,"you canuse wireshark"
129147.tsv,2010-09-05T19:19:00.000Z,ActionParsnip,rylord,"this is EXACTLY why I dont bother with or advise encrypted file systems"
129147.tsv,2010-09-05T19:19:00.000Z,ActionParsnip,rylord,"may help: http://www.cyberciti.biz/faq/ubuntu-mounting-your-encrypted-home-from-livecd/"
130755.tsv,2010-08-01T05:11:00.000Z,ActionParsnip,hiredgun555,"you can run a terminal with CTRL+ALT+T"
130194.tsv,2012-09-19T06:01:00.000Z,ActionParsnip,LostMonk,"in which firewall?"
249458.tsv,2010-06-14T01:11:00.000Z,ActionParsnip,nan,"!mount | eax"
130218.tsv,2010-09-14T11:35:00.000Z,ActionParsnip,crazyharry,"how do you mean?"
130295.tsv,2008-04-04T14:47:00.000Z,ActionParsnip,isplicer,"get that dll and put it wher eit is needed"
130113.tsv,2011-03-21T04:08:00.000Z,ActionParsnip,maguey_,"sudo apt-get --reinstall install packagename"
130113.tsv,2011-03-21T04:09:00.000Z,ActionParsnip,maguey_,"use that but use the extra --reinstall option"
131408.tsv,2008-11-25T19:14:00.000Z,ActionParsnip,javaJake,"yes, he's using crossover"
131408.tsv,2008-11-25T19:15:00.000Z,ActionParsnip,javaJake,"too rich for my blood"
129559.tsv,2011-02-03T10:43:00.000Z,ActionParsnip,shad0w,"press ALT+F2 and run: tsclient"
129559.tsv,2011-02-03T11:14:00.000Z,ActionParsnip,shad0w,"its in a default install"
129183.tsv,2011-07-28T22:33:00.000Z,ActionParsnip,ministerdude,"you need the closed source virtualbox for USB access"
129183.tsv,2011-07-29T08:51:00.000Z,ActionParsnip,ministerdude,"from the virtualbox repo, it's llisted on the virtualbox website"
129783.tsv,2009-11-27T04:02:00.000Z,ActionParsnip,jrt05,"30Gb is max, you'll need about 7Gb for / and be comfortable"
130293.tsv,2012-10-28T05:08:00.000Z,ActionParsnip,whitney5,"this is the ubuntu channel, xchat is just a client to connect to it"
89797.tsv,2009-10-31T15:58:00.000Z,ActionParsnip,jagadeesh,"deb http://ppa.launchpad.net/team-xbmc-svn/ppa/ubuntu karmic main   use that repo"
129155.tsv,2010-11-15T13:13:00.000Z,ActionParsnip,[thor],"nice"
130219.tsv,2011-11-22T17:30:00.000Z,ActionParsnip,ssbpls,"use it"
130219.tsv,2011-11-22T17:30:00.000Z,ActionParsnip,ssbpls,"same way you probably learned Windows"
131118.tsv,2012-11-02T04:45:00.000Z,ActionParsnip,ControllerSYR,"uname -m"
129329.tsv,2012-09-09T20:36:00.000Z,ActionParsnip,Dan_,"http://www.thegeekstuff.com/2010/09/linux-file-system-structure/"
129329.tsv,2012-09-09T20:58:00.000Z,ActionParsnip,Dan_,"just backup the disk image and play, then when you want a reinstall just take a copy of the disk image"
129329.tsv,2012-09-09T20:58:00.000Z,ActionParsnip,Dan_,"saves having to wait for reinstalls"
142741.tsv,2009-01-18T06:51:00.000Z,ActionParsnip,nan,"what a sack"
142741.tsv,2009-01-18T06:52:00.000Z,ActionParsnip,nan,"!ops"
130127.tsv,2008-10-22T17:04:00.000Z,ActionParsnip,jezzzzz,"lsusb"
16710.tsv,2011-10-06T00:55:00.000Z,ActionParsnip,KinkyPinkie,"install magicdisk and download the full ubuntu desktop ISO, MD5 test the ISO and mount the ISO in the virtual drive. Run wubi from there and it should be ok"
129067.tsv,2010-05-18T00:12:00.000Z,ActionParsnip,Snarkster,"could use a find -exec pair based command ;)"
129067.tsv,2010-05-18T00:16:00.000Z,ActionParsnip,Snarkster,"mount the destination then something like: find . -iname '*.txt' -exec cp {} /path/to/dest"
129581.tsv,2011-01-02T05:29:00.000Z,ActionParsnip,DreamsAreGrand,"you can use apt-build if you like, its similar to emerge"
27314.tsv,2010-11-14T05:12:00.000Z,ActionParsnip,{,"you need to specify a folder"
100921.tsv,2009-12-14T06:26:00.000Z,ActionParsnip,mdg,"check the files in /etc/modprobe.d"
