dialogueID,date,from,to,text
187437.tsv,2007-06-15T12:18:00.000Z,Pici,loopback1111,"can we help you with something?"
185536.tsv,2010-11-20T00:26:00.000Z,Pici,krunal,"#ubuntu+1"
117508.tsv,2008-05-08T02:42:00.000Z,Pici,dmsuperman_,"Please cease with the conversation, its not on topic and questionably legal things are not for this channel"
117508.tsv,2008-08-21T07:38:00.000Z,Pici,dmsuperman_,"screen command"
186441.tsv,2008-06-23T22:12:00.000Z,Pici,luichi,"870 mb is a bit large for a CD"
185747.tsv,2011-03-09T00:23:00.000Z,Pici,Nijabo,"The domed stickers are the round ones I believe. , I don't know why the first picture shows both products together"
187735.tsv,2010-09-07T17:06:00.000Z,Pici,no--name,"/usr/share/themes/"
187735.tsv,2010-09-23T18:56:00.000Z,Pici,no--name,"remove does not remove the configuration files, purge does."
186857.tsv,2008-11-07T01:18:00.000Z,Pici,VirusKongen,"This was a problem mentioned in the 8.10 release notes.  A forthcoming update should fix it."
185785.tsv,2008-06-16T20:13:00.000Z,Pici,kyncani,"Best to try asking in #compiz-fusion"
185785.tsv,2008-06-16T20:13:00.000Z,Pici,kyncani,"oops, wrong person, sorry"
185715.tsv,2007-09-06T08:39:00.000Z,Pici,kev8707,"Flash is messy under linux. Unfortunately, this is proprietary software and there really isnt anything we can do to fix the problem.  The issue is known."
157116.tsv,2007-07-27T07:38:00.000Z,Pici,kayzu,"Please ask in #ubuntu-effects"
149677.tsv,2008-08-21T19:50:00.000Z,Pici,alexbobp,"If you have the package installed, you can use dpkg -S /path/to/file"
186332.tsv,2011-04-30T01:05:00.000Z,Pici,raven_,"If you're looking at Software Center, thats where it gets its application screenshots from."
185853.tsv,2010-01-23T00:43:00.000Z,Pici,tal_,"vbajic This is a support channel, please stay on topic"
187089.tsv,2011-02-25T00:38:00.000Z,Pici,sam_uk,"#bash should be able to help you out with that."
187089.tsv,2011-09-15T19:00:00.000Z,Pici,sam_uk,"check the timings in /var/log/dpkg.log and /var/log/apt/history.log"
187224.tsv,2008-02-18T23:24:00.000Z,Pici,lapisdecor,"For Ubuntu?"
187224.tsv,2008-02-19T00:16:00.000Z,Pici,lapisdecor,"#ati perhaps"
187253.tsv,2011-08-11T18:58:00.000Z,Pici,rrg_,"What sort of device are you trying to install Ubuntu on?"
187253.tsv,2011-08-11T19:00:00.000Z,Pici,rrg_,"Have you tried testing your CD for defects?"
186122.tsv,2007-06-01T08:50:00.000Z,Pici,johnschroeder,"99.9% of us here are volunteers and not employees of Canonical"
162382.tsv,2007-06-26T12:40:00.000Z,Pici,UltraNav,"Try #python ;)"
139460.tsv,2009-05-09T01:11:00.000Z,Pici,macanudo,"#bash may be able to help you better than here."
185765.tsv,2008-09-11T00:24:00.000Z,Pici,garmor,"You may have better luck asking in #ubuntu-server"
186011.tsv,2009-10-08T17:43:00.000Z,Pici,spliffi,"The #bash is great for scripting help"
186011.tsv,2009-10-08T17:44:00.000Z,Pici,spliffi,"No, #bash on freenode, the irc network you're on now."
13308.tsv,2011-08-05T21:40:00.000Z,Pici,nan,"!google | OmegaForte"
13308.tsv,2011-08-05T21:42:00.000Z,Pici,OmegaForte,"It doesn't matter. We don't suggest google as an answer here unless its a last resort."
16399.tsv,2011-05-31T17:56:00.000Z,Pici,systemww,"Yes, it was just done about 15 minutes ago."
16399.tsv,2011-05-31T18:06:00.000Z,Pici,systemww,"Er..."
186130.tsv,2008-03-31T16:59:00.000Z,Pici,T,"Whats agbot?"
187645.tsv,2007-09-08T11:31:00.000Z,Pici,underdog5004,"er, I must have missed that part."
186097.tsv,2012-01-27T02:00:00.000Z,Pici,fAz4,"You may want to take a look at this, and use whatever is fastest and most accessable to you: http://www.maximumcompression.com/index.html"
185493.tsv,2011-01-14T21:09:00.000Z,Pici,gregoire,"Its ##C, and you need to register/identify to join."
186784.tsv,2008-05-09T23:28:00.000Z,Pici,obf213,"No. Ubuntu donates a server to Freenode. irc.ubuntu.com just points to chat.freenode.net."
187356.tsv,2008-09-29T17:43:00.000Z,Pici,thale__,"If you explain what feature you want, we may be able to help you."
187719.tsv,2008-10-14T20:44:00.000Z,Pici,mopped,"There should be a default applications or similar menu in System>Preferences"
15272.tsv,2011-07-01T18:18:00.000Z,Pici,Hodgestar,"#ayatana"
186546.tsv,2009-08-04T21:25:00.000Z,Pici,Quiznos,"See http://wiki.ubuntu.com/UbuntuBots for suggesting factoid changes"
186546.tsv,2009-08-04T21:25:00.000Z,Pici,Quiznos,"Its not going to change then"
186320.tsv,2009-01-14T19:22:00.000Z,Pici,ArtVandalae,"Favorit: The forums are having technical difficulties, its not just you."
20541.tsv,2011-03-09T01:27:00.000Z,Pici,nan,"!no | storrgie_"
20541.tsv,2011-03-09T01:28:00.000Z,Pici,storrgie_,"See ubottu's response."
13172.tsv,2011-08-03T00:12:00.000Z,Pici,immortalz,"Its up to the developers what they want to do."
186621.tsv,2008-10-01T02:15:00.000Z,Pici,ne_tru_e,"You already have a package manager running somewhere."
186083.tsv,2008-01-28T19:23:00.000Z,Pici,matzki,"mount"
186083.tsv,2008-01-28T19:42:00.000Z,Pici,matzki,"The current user's password."
187481.tsv,2008-08-08T21:40:00.000Z,Pici,atha,"Its the xubuntu-desktop package, specific xfce support in #xubuntu"
187135.tsv,2007-10-13T05:52:00.000Z,Pici,jarrod_,"What are you looking for"
139183.tsv,2009-04-22T22:12:00.000Z,Pici,_stink_,": Please join #ubuntu+1 for Jaunty/9.04 support/discussion."
126449.tsv,2008-02-06T19:52:00.000Z,Pici,joey[],"ctrl+alt+leftarrow or rightarrow"
186223.tsv,2007-07-16T13:05:00.000Z,Pici,steam,"#ubuntu-ru :)"
187397.tsv,2012-01-14T00:50:00.000Z,Pici,Vathsal,"Hi, I think you've been told a few times that VMWare support is in #vmware, not #ubuntu"
187397.tsv,2012-01-14T00:51:00.000Z,Pici,Vathsal,"And yet its still offtopic here. You will need to be patient there."
34115.tsv,2010-07-28T23:54:00.000Z,Pici,fling,"The 'restricted' drivers are Ubuntu packaged versions of the ones from the vendors."
34115.tsv,2010-07-28T23:55:00.000Z,Pici,fling,"Yes. Maybe I misread before"
187657.tsv,2007-12-31T17:21:00.000Z,Pici,Eds,"use a custom profile for gnome-terminal (one with a unique title) and devilspie"
187657.tsv,2007-12-31T17:22:00.000Z,Pici,Eds,"Make the window fully transparent and hide the decorations, and pin to desktop with devilspie"
187212.tsv,2010-02-17T01:59:00.000Z,Pici,nacitar,"deja vu sans mono.  http://dejavu-fonts.org/"
187713.tsv,2008-08-08T22:23:00.000Z,Pici,evariste,"it will 'forward' the username of the current local user to the remote server and use that as the login name. So if you are sshing as root, it thinks you want to login as root on the foreign machine."
186042.tsv,2007-09-06T08:51:00.000Z,Pici,marco81,"##windows"
187375.tsv,2009-01-09T21:09:00.000Z,Pici,kizer,"It depends per application, and a better place to discuss it would be #ubuntu-offtoic"
186397.tsv,2011-06-01T20:46:00.000Z,Pici,kodekamel,"Please refrain from such comments in this channel."
112972.tsv,2008-05-13T20:20:00.000Z,Pici,STSX,"KDM/GDM is only for the initial graphical login, not the desktop environment loaded afterwards."
186340.tsv,2008-07-03T17:36:00.000Z,Pici,mikemike,"Indeed it is, see /topic"
186340.tsv,2008-07-03T17:38:00.000Z,Pici,mikemike,"It completely depends what you downloaded and what formats its in."
187366.tsv,2007-10-18T00:16:00.000Z,Pici,asdasfasfa,"ask in #debian, not #ubuntu"
185885.tsv,2011-09-12T18:42:00.000Z,Pici,su-ge,"You can search yourself on http://packages.ubuntu.com"
157719.tsv,2008-03-28T19:50:00.000Z,Pici,farkewie,"^"
59154.tsv,2010-07-14T19:55:00.000Z,Pici,ManDay_,"If xorg.conf exists it will honor the settings there, otherwise it will attempt to detect automagically."
187373.tsv,2008-11-05T17:57:00.000Z,Pici,alec,"gparted"
187536.tsv,2008-08-29T04:26:00.000Z,Pici,cutandbrused,"also #winehq for getting specific applications running under wine"
187072.tsv,2011-07-07T16:54:00.000Z,Pici,bibic682,"You can't. :("
187072.tsv,2011-07-07T16:55:00.000Z,Pici,bibic682,"Well, you could using a virtual machine, but thats not really a solution to me."
187887.tsv,2009-05-28T20:11:00.000Z,Pici,almost,"Yes, but its a bit odd that you *need* a specific UID for a program."
187063.tsv,2007-04-13T07:50:00.000Z,Pici,DivineLight,"EdgEy : /etc/apt/sources.list is correct."
187806.tsv,2009-05-13T00:08:00.000Z,Pici,panuchi,"stop"
185914.tsv,2010-04-07T16:46:00.000Z,Pici,boxocide,": Please join #ubuntu+1 for Lucid/10.04 support/discussion."
185914.tsv,2010-04-07T16:47:00.000Z,Pici,boxocide,"Please don't run that command."
186554.tsv,2008-10-30T21:46:00.000Z,Pici,Juanelo,"http://ie.releases.ubuntu.com/8.10/MD5SUMS"
187392.tsv,2008-03-04T01:17:00.000Z,Pici,oldskool,"er, bugs.ubuntu.com"
187857.tsv,2009-06-30T22:17:00.000Z,Pici,djdarkman,"You can wait for it to be built and tested and then it will be in the repo in a few days."
187857.tsv,2009-06-30T22:18:00.000Z,Pici,djdarkman,"The package will be on the mozilla testing ppa when it gets built: launchpad.net/~ubuntu-mozilla-security/+archive/ppa"
93747.tsv,2010-05-07T18:29:00.000Z,Pici,bloopletech,"Mostly."
186244.tsv,2009-09-28T18:53:00.000Z,Pici,vinoman,": Please join #ubuntu+1 for Karmic/9.10 support/discussion."
186503.tsv,2007-09-30T12:28:00.000Z,Pici,JAMEZ,"7.10 support only in #ubuntu+1"
187693.tsv,2007-09-10T09:58:00.000Z,Pici,sorsis,"October"
187693.tsv,2007-09-10T09:58:00.000Z,Pici,sorsis,"7.10 = 10/2007"
87263.tsv,2008-12-19T21:31:00.000Z,Pici,karn`,"Breezy Badger is no longer supported, sorry."
111393.tsv,2008-05-21T22:10:00.000Z,Pici,xorand,"I suggest asking if #iptables if you are not getting any answers here."
186335.tsv,2012-10-18T17:34:00.000Z,Pici,Index,"Its a support channel, if you're looking for general chat, theres #ubuntu-offtopic and #ubuntu-release-party (though thats just for today)"
186474.tsv,2010-10-19T20:26:00.000Z,Pici,nlawson,"#ubuntu-community-team would definitely be interested in hearing about it :)"
134284.tsv,2011-05-27T01:04:00.000Z,Pici,[deXter],"I'm having an issue here as well."
186530.tsv,2007-11-29T19:14:00.000Z,Pici,ZiRo`,"you can install the msttcorefonts package to get some of the micrsoft fonts"
187519.tsv,2008-05-16T21:08:00.000Z,Pici,^Caseidon^,"What kind of moving images? gifs? animations?"
55955.tsv,2009-10-13T22:47:00.000Z,Pici,oroz,"I was under the impression that there was a checkbox in Gnome's mouse properties to toggle that.  If you cannto do that, then adding the following to your /etc/X11/xorg.conf might work too: Section 'InputDevice' Identifier  'Mouse0' Option      'Emulate3Buttons' 'no'"
55955.tsv,2009-10-13T22:47:00.000Z,Pici,oroz,"sorr, that last part was supposed to be: http://paste.ubuntu.com/292529/"
185559.tsv,2008-01-08T01:30:00.000Z,Pici,Johnson,"Completely removing removes also any custom configuration you have done, if a package depends on that package it gets removed no matter the option you pick."
186131.tsv,2011-06-28T01:10:00.000Z,Pici,ChrisSeifried,": Oneiric/11.10 is not yet released. Please join #ubuntu+1 for further support and discussion."
187643.tsv,2011-08-02T22:05:00.000Z,Pici,picasso,"That sounds good to me.  Make sure that the init script uses the right arguments to use a custom conf file."
112226.tsv,2010-05-27T21:17:00.000Z,Pici,msshams,"The only version of php5 in the Lucid repositories is 5.3"
112226.tsv,2010-05-27T21:18:00.000Z,Pici,msshams,"You might be able to find a ppa with 5.2, but those are not really supported exactly."
187341.tsv,2009-12-17T23:09:00.000Z,Pici,nonexks,"Try asking in ##linux"
187341.tsv,2009-12-17T23:09:00.000Z,Pici,nonexks,"Its not a typo"
32859.tsv,2010-08-20T23:42:00.000Z,Pici,Rou,"the command is 'adduser', see its manpage for more help."
186633.tsv,2007-09-06T09:23:00.000Z,Pici,Shay_cyber5482,"'lcd' to see what directory you are in 'ls' to view the contents"
186633.tsv,2007-09-06T09:25:00.000Z,Pici,Shay_cyber5482,"Sorry, its pwd.  I was thinking of a different os's syntax."
187653.tsv,2007-09-21T08:20:00.000Z,Pici,newpers,"Gutsy questions in #ubuntu+1 please"
187300.tsv,2010-01-18T19:44:00.000Z,Pici,lolsac,"Please stay on topic, this is a support channel."
83861.tsv,2009-01-20T00:51:00.000Z,Pici,wyre,"Yes. See #prepend domain-name-servers 127.0.0.1; in /etc/dhcp3/dhclient.conf"
161806.tsv,2007-10-18T18:25:00.000Z,Pici,drama1981,"That command does not do all the checks that the upgrade manager does."
187406.tsv,2010-09-20T22:03:00.000Z,Pici,manlymatt83,": Please join #ubuntu+1 for Maverick/10.10 support/discussion."
106213.tsv,2010-01-28T18:39:00.000Z,Pici,dp_,": Please join #ubuntu+1 for Lucid/10.4 support/discussion."
187456.tsv,2011-06-02T23:03:00.000Z,Pici,orgaZmo,"What error are you getting?"
187698.tsv,2011-08-01T22:54:00.000Z,Pici,Guest30065,"https://launchpad.net/ubuntu/+ppas"
187419.tsv,2007-06-28T10:55:00.000Z,Pici,Rictoo,"try `w`"
186500.tsv,2008-03-14T18:45:00.000Z,Pici,psilocyde,"oops, i didn't really read your question"
187238.tsv,2009-04-21T23:55:00.000Z,Pici,ranim,"RC, not final."
187238.tsv,2009-04-21T23:55:00.000Z,Pici,ranim,": Please join #ubuntu+1 for Jaunty/9.04 support/discussion."
186660.tsv,2010-10-14T19:38:00.000Z,Pici,tiox,"Please not in this channel, this is for support only."
106132.tsv,2008-09-03T00:18:00.000Z,Pici,hateball,"joeas: devilspie only works with metacity iirc, not compiz."
106132.tsv,2008-09-03T00:19:00.000Z,Pici,hateball,"He may be talking about that too, but I just wanted to throw that in."
185508.tsv,2011-08-05T22:21:00.000Z,Pici,funky,"You can look yourself here: https://launchpad.net/ubuntu/+ppas"
186760.tsv,2009-06-29T00:38:00.000Z,Pici,jelly-bean,"9.04"
186760.tsv,2010-03-01T22:42:00.000Z,Pici,jelly-bean,"/etc/skel/ is copied to new user's home directories when they are created."
233270.tsv,2007-09-08T11:25:00.000Z,Pici,nan,"!gutsy | user12345"
233270.tsv,2007-09-08T11:27:00.000Z,Pici,nan,"!automatix | eddiestone"
187420.tsv,2008-02-19T23:54:00.000Z,Pici,arlexx," use wine, and refer to the appdb"
186274.tsv,2009-07-18T00:18:00.000Z,Pici,cak054_,"Please disable that script in this channel."
186548.tsv,2012-04-11T18:44:00.000Z,Pici,ye,"#vim would probably be the best place to ask such a question."
187220.tsv,2009-06-18T02:54:00.000Z,Pici,techp,"/nick purvesh"
107575.tsv,2008-08-08T16:45:00.000Z,Pici,nan,"!info libmysqlclient15-dev | HttpError"
107575.tsv,2008-09-22T16:44:00.000Z,Pici,HttpError,"uname -a"
187036.tsv,2008-04-04T03:26:00.000Z,Pici,alan_m,"of course."
181069.tsv,2007-02-15T12:30:00.000Z,Pici,craigbass76,"royel : WindowsME would be running on vfat"
181069.tsv,2007-02-15T12:32:00.000Z,Pici,craigbass76,"It would be mount -t smbfs -o username=something //ip/share /mnt/"
124650.tsv,2008-02-17T07:57:00.000Z,Pici,nan,"!coc | spaghetti_knife"
124650.tsv,2008-02-21T19:40:00.000Z,Pici,spaghetti_knife,"If you are running gnome, you can use System>Administration>software sources to find the fastest/closest mirror"
186601.tsv,2010-07-19T23:00:00.000Z,Pici,tgall_foo,"dpkg -S /path/to/file"
187078.tsv,2010-11-18T23:37:00.000Z,Pici,myrkraverk,"Do you see that as an entry in System>Preferences>Keyboard Shortcuts?"
186568.tsv,2008-05-13T22:03:00.000Z,Pici,SomeGuy,"Its already there"
180171.tsv,2007-02-23T08:47:00.000Z,Pici,nan,"!version | JernejL"
180171.tsv,2007-02-23T08:48:00.000Z,Pici,JernejL,"A terminal window"
186200.tsv,2007-10-09T06:33:00.000Z,Pici,nawi,"We don't support envy here, please stop suggesting its use."
187296.tsv,2010-03-16T19:43:00.000Z,Pici,Selcuk,"You probably need to be registered and identified to speak there."
44079.tsv,2010-03-22T21:53:00.000Z,Pici,serverduck,"##hardware"
145186.tsv,2010-05-11T21:00:00.000Z,Pici,mustu,"You may want to take a look at and/or contact http://www.ubuntu.com/legal"
145186.tsv,2010-05-11T21:03:00.000Z,Pici,mustu,"Okay? I linked you to where such legal questions about Ubuntu should be directed.  We cannot really answer those questions to any certainty.  Any other legal questions related to trademark policy for other software is not really on-topic for this channel.  You might find someone to talk about it in #ubuntu-offtopic though."
185654.tsv,2008-02-12T21:35:00.000Z,Pici,ares-mars,"Typically if the command says something like: command [argument] [argument], it means that the arguments are optional, not to enclose them with brackets."
187330.tsv,2011-01-25T23:13:00.000Z,Pici,ColonelIngus,"Do you have an on-topic support question?"
187418.tsv,2008-02-06T19:05:00.000Z,Pici,docmur,"No. KDE4 is not in the Gutsy repos."
187418.tsv,2008-02-11T18:17:00.000Z,Pici,docmur,"use screen."
185659.tsv,2011-03-24T19:03:00.000Z,Pici,scotty^,"Upgrading to Natty just for Firefox 4 is really a bit much.."
185659.tsv,2011-09-08T21:09:00.000Z,Pici,scotty^,"You may want to consider filing a bug under the ubuntu-website project on launchpad with that bit of info."
185659.tsv,2011-09-08T21:09:00.000Z,Pici,scotty^,"or, more-likely, it'll be changed when oneiric is released."
185670.tsv,2010-11-19T01:34:00.000Z,Pici,Fredricho,"The best place to ask about wine would be in #winehq"
30104.tsv,2011-04-21T23:39:00.000Z,Pici,Estragon,"#ubuntu+1"
91969.tsv,2009-01-12T21:22:00.000Z,Pici,nan,"!lamp > Chilired"
91969.tsv,2009-01-12T21:24:00.000Z,Pici,Chilired,"The bot should have sent you instructions on how to install it.  And yes, you'll end up with the same thing if you install it using tasksel or by installing individual packages from the repos."
185951.tsv,2012-09-18T22:46:00.000Z,Pici,aymen_,"did you try #postfix ?"
34801.tsv,2010-07-19T05:31:00.000Z,Pici,urzk,"just type passwd"
185962.tsv,2007-09-08T06:50:00.000Z,Pici,svu,"http://tinyurl.com/3ytk9g"
187404.tsv,2008-07-20T04:04:00.000Z,Pici,mista_eng,"I don't believe its installed by default on any Ubuntu version"
187404.tsv,2008-07-20T04:11:00.000Z,Pici,mista_eng,"Thats a command for our channel bot in IRC, not a linux command"
186543.tsv,2008-06-09T16:38:00.000Z,Pici,Taco,"Internet Relay Chat. #ubuntu is an IRC channel (chat room)"
186543.tsv,2008-06-09T16:41:00.000Z,Pici,Taco,"What is your native language?  We have many language specific Ubuntu channels here."
165198.tsv,2008-01-06T07:04:00.000Z,Pici,Aresilek,"official bots, don't worry"
186168.tsv,2010-02-23T01:04:00.000Z,Pici,blocky,"sed -i 's/\/include\/.*\///g' whoa_script"
185724.tsv,2012-06-26T23:12:00.000Z,Pici,nuketro0p3r,"Ask in ##java"
187712.tsv,2008-08-01T18:07:00.000Z,Pici,raz,"This is a support channel, please spare us from the random links."
185866.tsv,2007-11-03T20:02:00.000Z,Pici,John117,"delete the bottom panel."
185866.tsv,2007-11-03T20:02:00.000Z,Pici,John117,"right click the top panel and 'add new panel'"
186699.tsv,2010-12-22T21:39:00.000Z,Pici,niranjan,"Please ask in ##C, this is not within the scope of #ubuntu"
186384.tsv,2009-01-07T23:36:00.000Z,Pici,Guest93293,"Please do not use that term depreciatively in this channel."
56807.tsv,2011-03-17T17:10:00.000Z,Pici,fixx,"no. Can you verify with md5sum that the files are idneed the same?"
187745.tsv,2007-12-27T17:59:00.000Z,Pici,ateo,"Works great, see http://www.thinkwiki.org for more info"
136283.tsv,2008-01-06T06:07:00.000Z,Pici,flamsmark,"nautilus"
186445.tsv,2011-03-28T19:36:00.000Z,Pici,Who___,"sudo apt-get install irssi"
186624.tsv,2010-03-15T19:55:00.000Z,Pici,sploopidy,"Yes, further questions about 10.04 in #ubuntu+1 please :)"
185560.tsv,2010-07-08T22:39:00.000Z,Pici,kloi,"Thats not something that we support here."
187058.tsv,2007-03-19T11:38:00.000Z,Pici,j-b,"#ubuntu-dev I beleive"
186705.tsv,2007-08-17T12:25:00.000Z,Pici,CroX,"Thats more of a pureftp specific question, you may want to ask in #pureftp"
186705.tsv,2008-02-29T00:04:00.000Z,Pici,CroX,"your user."
185935.tsv,2009-07-14T17:18:00.000Z,Pici,giulietta,"/join #ubuntu-it"
186128.tsv,2011-08-02T23:27:00.000Z,Pici,jerryg,"can you use sudo at all?"
100349.tsv,2009-05-29T00:37:00.000Z,Pici,CNLiberal,"##hardware or #ubuntu-server depending on which side the problem is on"
187125.tsv,2010-01-27T21:07:00.000Z,Pici,estelita,"escribe '/join #ubuntu-es' sin las comillas y dale a enter para entrar en el canal español"
187201.tsv,2008-10-01T22:03:00.000Z,Pici,thebigkick,"It depends if its physically damaged or not."
185955.tsv,2009-04-29T16:40:00.000Z,Pici,jtholmes,"look up"
187675.tsv,2008-09-24T22:26:00.000Z,Pici,alphaechocharlie,"Closing xchat will send the proper commands when it quits."
185744.tsv,2009-07-20T20:49:00.000Z,Pici,jilbert,"What version of Ubuntu are you running?"
186849.tsv,2008-10-21T00:09:00.000Z,Pici,GreatBeaver,"Yes, thats what this channel is about."
186849.tsv,2008-10-21T00:09:00.000Z,Pici,GreatBeaver,"see the website."
185820.tsv,2008-08-24T03:01:00.000Z,Pici,inbitado34,"No, and you shouldnt."
185820.tsv,2008-08-24T03:03:00.000Z,Pici,inbitado34,"Did you read the message from ubottu?"
187001.tsv,2008-05-13T20:21:00.000Z,Pici,Scientus,"lsof"
186979.tsv,2010-03-23T21:52:00.000Z,Pici,timyeung,"I suggest you change your password now."
186979.tsv,2010-03-23T21:52:00.000Z,Pici,timyeung,"and consider using a status/server window or even a query with nickserv in the future."
186625.tsv,2011-04-11T23:35:00.000Z,Pici,rajo,"Please don't advertise here."
186625.tsv,2011-04-11T23:37:00.000Z,Pici,rajo,"This channel is for Ubuntu support only.  See #freenode for help registering a new channel"
186869.tsv,2008-05-20T16:26:00.000Z,Pici,fdsss,"apt-get build-dep somepackage"
186869.tsv,2008-05-20T17:26:00.000Z,Pici,fdsss,"Thats not appropriate."
15758.tsv,2011-06-17T19:31:00.000Z,Pici,codinGenesis,"Yes, we read you."
186980.tsv,2012-04-18T02:32:00.000Z,Pici,rebe,"what do you mean? indentation is a feature of your editor, not the terminal."
186980.tsv,2012-04-18T02:35:00.000Z,Pici,rebe,"I've never tried.  The folks in #python should be able to help with the settings for the interactive interpreter though."
187067.tsv,2007-10-04T12:10:00.000Z,Pici,notebook,"cd"
187067.tsv,2007-10-22T20:57:00.000Z,Pici,notebook,"I dont know of one, but http://www.thinkwiki.org is great for linux thinkpad stuff."
187069.tsv,2012-04-30T20:04:00.000Z,Pici,bubuz,"Just delete the swap space and re-create it at the end of the drive."
19329.tsv,2011-04-06T17:47:00.000Z,Pici,Ymer-,"#ubuntu-packaging is probably a better place to ask, although its not nearly as busy as here."
167596.tsv,2008-04-07T17:31:00.000Z,Pici,kgx,"try #solaris"
140600.tsv,2007-11-05T23:46:00.000Z,Pici,SpikyPT,"Right click on file, Properties, I believe its the last tab."
186379.tsv,2008-02-21T01:03:00.000Z,Pici,jac0b|w,"No, they are different programs."
186379.tsv,2008-02-21T01:03:00.000Z,Pici,jac0b|w,"screenlets require a composite desktop, i.e: compiz"
187620.tsv,2010-10-20T20:15:00.000Z,Pici,flashingpumpkin,"#ubuntu-packaging would probably be the better place to ask this."
186479.tsv,2011-06-30T22:06:00.000Z,Pici,kjxl9,"Asking the same question in a different way doesn't change what you're asking."
187283.tsv,2010-04-20T19:42:00.000Z,Pici,Gokul,"I *think* its gnome-system-monitor"
185645.tsv,2008-05-20T23:57:00.000Z,Pici,ijusten,"chmod +x octosetup-linux_i386.bin ; ./octosetup-linux_i386.bin"
108277.tsv,2008-09-06T06:40:00.000Z,Pici,nan,"!kernel | hydroponic"
108277.tsv,2008-09-06T06:41:00.000Z,Pici,hydroponic,"sure"
21695.tsv,2011-03-04T01:46:00.000Z,Pici,nan,"!alis | derpyderp"
21695.tsv,2011-03-04T01:48:00.000Z,Pici,derpyderp,"sure.  /list   should, but it has no flood control and may flood you off.  Ask in #freenode if you need other suggestions."
187162.tsv,2011-12-06T19:38:00.000Z,Pici,tiboi,"please stop"
158078.tsv,2007-08-02T05:55:00.000Z,Pici,NixMan,"#apache"
187032.tsv,2008-09-18T23:31:00.000Z,Pici,soded,"File>Server List   I suppose.."
186558.tsv,2007-12-12T06:22:00.000Z,Pici,Tuche,"uname -a"
186558.tsv,2007-12-12T06:23:00.000Z,Pici,Tuche,"Thats the second time in about 2 minutes that someone has done that (not in this channel)"
140908.tsv,2007-11-28T23:21:00.000Z,Pici,jimjam,"place it in /usr/bin/"
187554.tsv,2007-11-04T01:58:00.000Z,Pici,maximus,"have you checked the manpage?"
187554.tsv,2007-11-04T01:59:00.000Z,Pici,maximus,"Have you read this: http://alltray.sourceforge.net/faq.html"
186420.tsv,2009-02-05T22:29:00.000Z,Pici,usr13_,"there should be a @ between user and ip/host"
186415.tsv,2008-06-23T22:58:00.000Z,Pici,linny,"#ubuntu-offtopic"
186415.tsv,2008-06-23T22:53:00.000Z,Pici,linny,"Nope, Linux doesnt have a problem with spyware or viruses."
