dialogueID,date,from,to,text
294165.tsv,2006-06-18T09:57:00.000Z,Dr_Willis,Consty," thats scary in many ways"
343344.tsv,2009-11-22T20:34:00.000Z,Dr_Willis,Confuzius," check the boot options/grub entry for mint - compare it to the normal grub1 entry for mint. Proberly some missing option needed."
343344.tsv,2009-11-22T20:36:00.000Z,Dr_Willis,Confuzius," theres a gnome-art tool to help install gnome themes"
39712.tsv,2010-05-01T18:40:00.000Z,Dr_Willis,younger," reading a few sites - and this one mentions blacklisting the nouveau module - but its to use the drivers from nvidia.com - perhaps similer thing is needed -> http://www.ubuntugeek.com/howto-install-nvidia-drivers-manually-on-ubuntu-10-04-lucid-lynx.html"
343265.tsv,2009-05-14T00:36:00.000Z,Dr_Willis,oluu," 'mc' The ULTImATE console file manager"
343265.tsv,2009-05-14T00:36:00.000Z,Dr_Willis,oluu," :)"
107724.tsv,2012-08-09T23:39:00.000Z,Dr_Willis,primefalcon," thats its saveing feature. ;)"
1739.tsv,2012-08-21T23:13:00.000Z,Dr_Willis,likewyise," a bridge to do what? whare the internet connection?"
343084.tsv,2010-10-08T21:47:00.000Z,Dr_Willis,lureyz," read up on the  topic at --> http://ubuntu-user.com/Online/Blogs/Marcel-Gagne-Orbiting-Planet-buntu/Stop-Apologizing-For-Linux"
342965.tsv,2009-11-07T14:45:00.000Z,Dr_Willis,nik_," check the ownership/permissions of the files also. be sure they are all owned by your user"
342842.tsv,2006-07-16T08:21:00.000Z,Dr_Willis,Gassed," thats scary..  :)"
30955.tsv,2010-09-23T21:34:00.000Z,Dr_Willis,obscene," perhaps a little. it depends on yoru system and setup"
342425.tsv,2010-11-20T13:29:00.000Z,Dr_Willis,sinthetek," check your bash settings and the permissions of /home/USERNAME/.bash_history"
341780.tsv,2012-08-17T03:22:00.000Z,Dr_Willis,VriendP," we have no idea about efnet here.. this is dalnet."
342259.tsv,2009-05-17T07:38:00.000Z,Dr_Willis,fireball," ive rarely had any issues with pulse"
343222.tsv,2009-09-02T17:01:00.000Z,Dr_Willis,jigs," nmap can is a scanner tool"
173569.tsv,2007-09-28T09:22:00.000Z,Dr_Willis,kadakas,"the ones ive seen  that dont need any drivers. should work..."
88713.tsv,2011-02-24T19:04:00.000Z,Dr_Willis,jhonnyboy," check the side it maybe dragged to the side so far its just hidden"
62812.tsv,2009-07-31T00:57:00.000Z,Dr_Willis,LasBuntu_," apt-get remove whatever"
342152.tsv,2006-02-25T11:28:00.000Z,Dr_Willis,john-here," huh? download the cd."
342223.tsv,2006-04-25T09:23:00.000Z,Dr_Willis,sobbbber," like 'vi' ya mean?"
342695.tsv,2011-04-23T19:53:00.000Z,Dr_Willis,bunnyfun," sudo apt-get install fluxbox"
342695.tsv,2011-04-23T19:54:00.000Z,Dr_Willis,bunnyfun," how is skype going to be playing sound to the remote boxs? or are you putting a desktop setup on the server?"
343219.tsv,2010-02-12T19:44:00.000Z,Dr_Willis,kazmi," use 3 hds is one way.. or learn your grub skills."
341789.tsv,2010-06-05T17:36:00.000Z,Dr_Willis,walkkenn," you installed it to a netbook? if so you gave it a user/password"
267338.tsv,2006-03-01T11:29:00.000Z,Dr_Willis,Psykus," you refering to a NTFS or windows VFAT partition?"
342855.tsv,2011-03-27T09:12:00.000Z,Dr_Willis,Guest2887," use some usb installer tool to do it . that makes a persistant save file. see the pendrivelinux web site.. and try the backtrack channels.. not here."
342440.tsv,2009-10-11T11:17:00.000Z,Dr_Willis,Polk330," theres a dozen to choose from.   I tend touse audacious"
153366.tsv,2009-10-04T09:54:00.000Z,Dr_Willis,_MattB," check 'dmesg' command output?"
342140.tsv,2009-04-26T02:35:00.000Z,Dr_Willis,svensko," servers are loaded."
342140.tsv,2009-05-15T06:09:00.000Z,Dr_Willis,svensko," if you install 'ubuntu-desktop' it should"
125601.tsv,2009-10-18T10:08:00.000Z,Dr_Willis,Bluey," proberly depends on the task you are doing. :) i will admit last i used nero for lin was some mo ago."
2981.tsv,2012-06-11T14:56:00.000Z,Dr_Willis,devxdev," i dont think it is."
210523.tsv,2006-09-07T10:41:00.000Z,Dr_Willis,bahr," or no one has needed to."
341947.tsv,2010-04-15T18:50:00.000Z,Dr_Willis,lvreclp," .net is very hard to get going in wine from what ive heard..   see the wine support and wine app database for programs that use wine."
341947.tsv,2010-04-15T18:50:00.000Z,Dr_Willis,lvreclp,"what are you trying to run exactly?"
41351.tsv,2010-05-31T11:19:00.000Z,Dr_Willis,Doyle," 'uname' in that example is a command... not the users name"
41351.tsv,2010-05-31T11:21:00.000Z,Dr_Willis,Doyle," the $(command) syntax is similer to `command` (backticks) but its easier to read."
3325.tsv,2012-05-24T10:26:00.000Z,Dr_Willis,nan,"!ntfs"
3325.tsv,2012-05-24T10:26:00.000Z,Dr_Willis,nan,"see ntfg-3g docs also"
342378.tsv,2005-12-10T12:46:00.000Z,Dr_Willis,Necrocide," why do you allready want to login as root. :P  sounds like yoru X did not get configured right."
82176.tsv,2011-04-29T19:53:00.000Z,Dr_Willis,gsp2009," ive heard that dual screen + unity can be quirky"
329295.tsv,2010-07-04T19:27:00.000Z,Dr_Willis,rouslan," if we say No.. will it matter?"
343221.tsv,2012-06-17T08:16:00.000Z,Dr_Willis,arash," use sudo and gksudo as needed."
343221.tsv,2012-06-17T08:23:00.000Z,Dr_Willis,arash," there is none."
342396.tsv,2009-05-18T18:02:00.000Z,Dr_Willis,_Ranakah," demand a refund? or just rant some more in the channel perhaps?"
341818.tsv,2011-02-13T14:05:00.000Z,Dr_Willis,boussoufa," run the nvidia-settings tool and set teh res how you like."
341818.tsv,2011-02-13T14:08:00.000Z,Dr_Willis,boussoufa," you tried running 'gksudo nvidia-settings' and saveing the xorg.conf file?"
258838.tsv,2012-08-09T18:52:00.000Z,Dr_Willis,bullitt," reran   sudo update-grub   ?"
342678.tsv,2010-08-16T17:51:00.000Z,Dr_Willis,fallenferret," and this is ubuntu related how exactly?"
59135.tsv,2010-05-13T19:58:00.000Z,Dr_Willis,danpandrea," right click, add to panel  On the panel. Its one of those applets."
342994.tsv,2010-08-15T04:43:00.000Z,Dr_Willis,xomp_netbook," check the forums.. or test with a live cd/flash.  Most netbooks are decently well supported."
1721.tsv,2012-08-23T04:55:00.000Z,Dr_Willis,nan,"!appdb | v1c3"
1721.tsv,2012-08-23T04:55:00.000Z,Dr_Willis,nan,"trailbar:  theres the #ubuntu-one channel that may know moar."
342952.tsv,2005-10-03T10:35:00.000Z,Dr_Willis,spanglesontoast," in the past ive uninstalled  the old package, then reinstalled the new"
342448.tsv,2009-08-22T15:48:00.000Z,Dr_Willis,ryuk," access 'how' excatly?"
342448.tsv,2009-08-22T15:49:00.000Z,Dr_Willis,ryuk," short answer - is priberly you dont. :) what are you wanting to acompilsh exactly?"
91220.tsv,2010-07-13T13:49:00.000Z,Dr_Willis,nan,"Bad habbits on their part. do not prove its a ubuntu 'problem'"
91220.tsv,2010-07-13T13:51:00.000Z,Dr_Willis,darth10," ok. Not in the 'real world' then. :)"
343053.tsv,2010-06-04T22:14:00.000Z,Dr_Willis,spezticle," theres several commands/scripts that ive seen at web sites that can do that."
343053.tsv,2010-06-04T22:15:00.000Z,Dr_Willis,spezticle," many use wget/curl and grab the info from a 'whatismyip' type website"
342073.tsv,2010-09-25T14:24:00.000Z,Dr_Willis,mihau," and the issue is?"
342106.tsv,2005-04-13T12:12:00.000Z,Dr_Willis,osity," http://www.oreilly.com/openbook/   has a samba book you can download."
342106.tsv,2005-04-13T12:14:00.000Z,Dr_Willis,osity," i followed tha tsamba book for about 2 chapters and learned all i needed to know.. took 20 min. :P"
343270.tsv,2009-08-12T18:14:00.000Z,Dr_Willis,|pisecx|,"  theres proberly some packages in the medibuntu repositorys you want also - for all video type codecs and other extras"
31690.tsv,2010-12-14T19:45:00.000Z,Dr_Willis,buggyer," use exit 0 as the last command perhaps?"
342436.tsv,2011-05-19T16:45:00.000Z,Dr_Willis,rcmaehl_," vlc and mplayer have several differnt 'video out' options you could try."
342825.tsv,2005-12-12T10:40:00.000Z,Dr_Willis,joshmo23," we try to help here."
342825.tsv,2005-12-12T10:40:00.000Z,Dr_Willis,joshmo23," some days we even  manage to help!"
342484.tsv,2010-02-07T07:11:00.000Z,Dr_Willis,mdg2," it is?"
343309.tsv,2012-08-21T23:32:00.000Z,Dr_Willis,abdelghani_," clarify what you mean. Gparted works wonders from a live cd."
343309.tsv,2012-08-21T23:34:00.000Z,Dr_Willis,abdelghani_," with gparted on a live cd.. yes."
193611.tsv,2010-02-09T20:27:00.000Z,Dr_Willis,upd," yep. You might want to use the torrents to download."
341834.tsv,2010-01-25T04:16:00.000Z,Dr_Willis,Guest23907," theres PPA's for 3.6 you can use."
41718.tsv,2012-06-19T09:00:00.000Z,Dr_Willis,bane-o," use some 'autoload torrents from a directory' feature and just put the torrents in there.. is one way"
153304.tsv,2009-05-18T06:57:00.000Z,Dr_Willis,jaysonsantos," i just installed the drivers, rebooted . ran the nvidia-settings tool as root with gksudo (or whatever it is) nvidia-settings, tweaked the config.. restarted X"
292464.tsv,2005-08-26T06:51:00.000Z,Dr_Willis,nan,"in some cases you may need to edit the X config file manually. I had to for my widescreen laptop"
292464.tsv,2005-08-26T06:53:00.000Z,Dr_Willis,nan,"Hmm..  that souldent of affected sound Ride - however i DID have an  odd system ages ago. that IF i 'rebooted' from windows to linux. the sound card would not get configured right.. but if i powered down and booted straight to linux it would work."
342398.tsv,2010-10-16T13:52:00.000Z,Dr_Willis,cfenix," normally the newest kernel is the default. Unless theres some 'save default' option set in the /etc/default/grub file"
342741.tsv,2010-06-04T19:28:00.000Z,Dr_Willis,MrChris," its best to find deb packages.. rpm conversion can.. not work very well.. or break things"
343373.tsv,2009-07-05T06:11:00.000Z,Dr_Willis,christopher," you coul dinstall it for just your one user.. or you copy it over using the proper sudo command/root access rights."
343373.tsv,2009-07-05T10:53:00.000Z,Dr_Willis,christopher," depends on what you are doing via the editing also..."
40662.tsv,2010-04-24T12:58:00.000Z,Dr_Willis,greggomano," check the .gvfs dir"
342159.tsv,2010-01-15T18:17:00.000Z,Dr_Willis,Korigan," see in #ubuntu-ops perhaps"
82047.tsv,2010-08-11T03:56:00.000Z,Dr_Willis,pil," if you accidently copy stuff to (for example) /media/MyFancyDisk    directory.. when your 'MyFancyDisk' is not mounted.. it just goes to that directrry."
342084.tsv,2010-09-01T21:42:00.000Z,Dr_Willis,lukeee," technically its 4gb.. but theres other issues to watch out for"
283743.tsv,2010-06-19T13:04:00.000Z,Dr_Willis,guzu," check the menu item.. its 'ccsm' i recall."
283743.tsv,2010-06-19T13:04:00.000Z,Dr_Willis,guzu," or check the package manager tool synaptic to see what the package installed."
343212.tsv,2011-01-30T13:35:00.000Z,Dr_Willis,Dementio," if your user has no .dmrc (thats where the last selection is saved) it would use the system default."
343212.tsv,2011-01-30T14:02:00.000Z,Dr_Willis,Dementio," Huh? :) what was it."
63870.tsv,2010-12-24T16:30:00.000Z,Dr_Willis,AnthonyCat," created how"
342552.tsv,2009-12-25T18:33:00.000Z,Dr_Willis,sixtila2," seen that when the system dont boot prtoperly"
58977.tsv,2009-09-15T19:57:00.000Z,Dr_Willis,nan,"Err.. a Library path  is DIFFERNT from the shell PATH for binaries"
58977.tsv,2009-09-15T19:57:00.000Z,Dr_Willis,nan,"unless i missread what mohanohi was saying... he needs his lib path."
342188.tsv,2009-09-19T12:11:00.000Z,Dr_Willis,nix_chix0r," according to the wine app database.. a lot of people do."
342591.tsv,2005-08-24T11:46:00.000Z,Dr_Willis,Nooks_," for the purty pictures :P"
343364.tsv,2006-08-27T09:48:00.000Z,Dr_Willis,JamieBE," when fsck finds files that are lost - they7 get tossed in there."
343364.tsv,2006-08-27T09:48:00.000Z,Dr_Willis,JamieBE," that meads you have had some serious drive issues lately it seems."
342909.tsv,2005-12-18T17:01:00.000Z,Dr_Willis,northie," heh - dont start up that old argument again. :P"
342113.tsv,2011-02-25T18:23:00.000Z,Dr_Willis,ktlou," check your spelling at the command line, use the tab key to complete file/paths.. case is imporntant."
342218.tsv,2009-08-15T08:11:00.000Z,Dr_Willis,stager," teres a free vmware, ad virtualbox"
342282.tsv,2005-12-09T16:31:00.000Z,Dr_Willis,lewis," the Kubuntu homepage has some details on that, i saw last week or so."
342330.tsv,2010-01-07T08:23:00.000Z,Dr_Willis,_cb," take care to not delete/format the windows partition. :)  thats how basically"
342330.tsv,2010-01-07T08:23:00.000Z,Dr_Willis,_cb," give the linux partitions  mountpoints for / and /home and so on. the installer will ask to reformat them ifyou want."
343170.tsv,2009-11-01T15:51:00.000Z,Dr_Willis,Guest19708," dont use deamon tools to mount the iso. use a real cd or flash drive perhaps"
343170.tsv,2009-11-01T15:52:00.000Z,Dr_Willis,Guest19708," and im not sure wubi works at all with windows 7 at this time either. I would suggest testing Linux in Virtualbox if you cant do a normal install."
343176.tsv,2010-03-19T17:00:00.000Z,Dr_Willis,abhishek_," gnome file manager has some scripting features and the ubuntu-tweak tool has some example scripts that enable a lot of 'copy to specific location...' type items"
342001.tsv,2011-01-02T19:35:00.000Z,Dr_Willis,grandrew," not a whole lot to it.. asks a few questions.. doesd the install..."
342001.tsv,2011-01-02T19:35:00.000Z,Dr_Willis,grandrew," unless you are refering to somthing other then the alternative installer."
342115.tsv,2010-07-21T06:08:00.000Z,Dr_Willis,OneMillionDollar," WoW is rated 'gold' at teh wine app database last i checked."
342903.tsv,2009-07-17T01:01:00.000Z,Dr_Willis,OldFarter," thats flash being a baddddd boy."
342903.tsv,2009-12-19T13:20:00.000Z,Dr_Willis,OldFarter," its possible yes."
343048.tsv,2009-10-31T13:08:00.000Z,Dr_Willis,bjarni," your mileage may vary. :)"
342255.tsv,2011-03-03T01:37:00.000Z,Dr_Willis,oanf," at the grub menu, recovery mode, or use the 'text' option."
342249.tsv,2010-01-24T16:31:00.000Z,Dr_Willis,Salva1," not really"
342249.tsv,2010-01-24T16:32:00.000Z,Dr_Willis,Salva1," with the  sawfish window manager you sort of can. :)"
343133.tsv,2010-04-25T17:36:00.000Z,Dr_Willis,auska," the imagemagick package/tools can convert images  from the console"
33496.tsv,2010-08-10T04:18:00.000Z,Dr_Willis,chemical-death," check the #mythbuntu channel and the forums. they are often teh tv  tuner experts"
27523.tsv,2010-11-10T07:56:00.000Z,Dr_Willis,wang2," ive seen somne panel applets that can do that. Check the OMGubuntu web site. ive seen them mentioned there."
343326.tsv,2011-02-06T15:25:00.000Z,Dr_Willis,sveinse," theres numerous apt docs/manuals/guides online"
343326.tsv,2011-08-23T01:44:00.000Z,Dr_Willis,sveinse," thats a compiz plugin, use the ccsm toolto manage those."
343110.tsv,2005-09-03T10:51:00.000Z,Dr_Willis,Gnonthgol," you proberly just crashed the thing with it msging itself all day now."
343092.tsv,2009-10-02T22:12:00.000Z,Dr_Willis,neryan," depends on your irc client.. xchat probverly has quakenet in its server listings"
342049.tsv,2009-05-04T05:05:00.000Z,Dr_Willis,Soda2,"  mount command, or theres fuseiso, or some other command that can make it easier also"
342049.tsv,2009-05-04T05:11:00.000Z,Dr_Willis,Soda2," 'crawl, walk, run' :)"
343469.tsv,2010-07-04T13:38:00.000Z,Dr_Willis,flames," it depends more on teh codec used by the wma. Ive played them in mplayer and vlc befor"
343469.tsv,2010-07-04T13:43:00.000Z,Dr_Willis,flames," i think it depends on the codec to some degree."
40436.tsv,2010-04-28T18:08:00.000Z,Dr_Willis,vernr," smokeing is bad for you :)"
112854.tsv,2009-11-27T23:08:00.000Z,Dr_Willis,Andycas," you mean the res is to 'low'  :)"
343393.tsv,2012-05-30T17:30:00.000Z,Dr_Willis,mbucko," you could share teh home partiion. but trying to use the same named user. can cause issues.. depending on the 2 disrtos"
343393.tsv,2012-06-02T15:14:00.000Z,Dr_Willis,mbucko," and what os is on the netbook?"
343461.tsv,2010-05-01T16:06:00.000Z,Dr_Willis,coder__," a rather vague and pointless question.. care to give more details in the ubuntu support issue?"
343461.tsv,2010-05-01T16:11:00.000Z,Dr_Willis,coder__," try #comal"
342346.tsv,2010-02-27T13:31:00.000Z,Dr_Willis,dr-nicto," check the wine app database for that game. it mayhave some tips"
342346.tsv,2010-02-27T16:13:00.000Z,Dr_Willis,dr-nicto," try #winehq"
52447.tsv,2010-01-11T04:40:00.000Z,Dr_Willis,Rodensky," perhaps somthing like 'nautilus computer:///'"
343128.tsv,2006-09-23T11:40:00.000Z,Dr_Willis,iLLf8d," which term setting? or you mean THE term setting?"
343128.tsv,2006-09-23T11:41:00.000Z,Dr_Willis,iLLf8d," you refering to the terminal programs like konsole? or in the console?"
342579.tsv,2011-01-02T11:39:00.000Z,Dr_Willis,Fluffnplum," i see a similer message on my intel based machine - while its running. so thats proberly not the reason for teh thing to be stuck."
342122.tsv,2010-01-06T04:02:00.000Z,Dr_Willis,Oleandro," try a slas at teh front :)"
111385.tsv,2011-05-05T06:50:00.000Z,Dr_Willis,nan,"No real issues with 11.04 here."
111385.tsv,2011-05-05T06:51:00.000Z,Dr_Willis,nan,"I dont find unity and mac the same at all.. but i have also started using Cairo Dock + unity. :) so i guess its even more mac-like now."
26169.tsv,2010-12-19T18:38:00.000Z,Dr_Willis,Bondv6," :) my examples did point to the location of where the boot directory was at. not  the full path including boot. so i think you are right"
343243.tsv,2012-05-23T09:38:00.000Z,Dr_Willis,qawsedrf," use of the find command may  work best for  that"
343243.tsv,2012-05-23T09:39:00.000Z,Dr_Willis,qawsedrf," the find command has allthose features  allready."
342606.tsv,2011-02-27T15:10:00.000Z,Dr_Willis,zxh728," why do you need to compile it?"
342606.tsv,2011-02-27T15:10:00.000Z,Dr_Willis,zxh728," thers proberly PPA's for newer version"
343414.tsv,2010-05-06T16:52:00.000Z,Dr_Willis,_romeo_," theres a boot up monitor/graph tool. that can show  the boot times. Never noticed any for 'rebooting' times.."
343414.tsv,2010-05-06T16:53:00.000Z,Dr_Willis,_romeo_," i could of rebooted and timed it by hand in the time its taken you to basically ask how to time it.."
35679.tsv,2010-09-06T15:07:00.000Z,Dr_Willis,umc-work," you could rmmod the sound card modules."
342221.tsv,2010-11-15T12:25:00.000Z,Dr_Willis,varnie,"   yo could call it from /etc/rc.local as a way"
342449.tsv,2009-09-24T19:23:00.000Z,Dr_Willis,noraguz10," you are in ubuntu right now? or on windows?"
342449.tsv,2009-09-24T19:24:00.000Z,Dr_Willis,noraguz10," sounds like you may have a faulty cd."
341773.tsv,2009-07-04T07:50:00.000Z,Dr_Willis,helg18," i can click on the #whatever  name and join it :)"
72632.tsv,2010-01-04T08:07:00.000Z,Dr_Willis,switch10,"to use vnc over teh 'inteernet' you would want to ssh tunnle the vnc connection. or perhaps use a vpn"
210710.tsv,2009-05-06T01:00:00.000Z,Dr_Willis,konflict," run it from /etc/rc.local is one way"
341852.tsv,2009-08-04T17:18:00.000Z,Dr_Willis,gokul," /tmp normally"
342538.tsv,2010-03-07T10:20:00.000Z,Dr_Willis,ShadeS," proberly"
31740.tsv,2011-01-08T23:55:00.000Z,Dr_Willis,Condorito," you DONT edit grub.cfg - theres guides out on how to properly 'shorten' the grub menu luistings"
342361.tsv,2011-03-13T21:55:00.000Z,Dr_Willis,prime," check the video chipset and wireless chipset for any specific laptop. Other then those 2. Most everything else should work. However 'brand new' laptops that juat came out recently - will also be the  most lilely to have issues. watch for ones the have been out for a few months."
342361.tsv,2011-03-27T07:45:00.000Z,Dr_Willis,prime," install them both.. try them out."
342361.tsv,2011-03-27T07:45:00.000Z,Dr_Willis,prime," using ff4 right now."
342932.tsv,2006-04-01T07:57:00.000Z,Dr_Willis,TeMagic," it will be worth the effort to find a few bash tutorials"
341963.tsv,2008-06-07T06:36:00.000Z,Dr_Willis,ijustam," been seeing questions all day....."
70742.tsv,2010-09-05T04:11:00.000Z,Dr_Willis,Kerrick," my user can run lsusb allready without root priv."
341840.tsv,2010-07-25T22:14:00.000Z,Dr_Willis,jNovice," lighter - some features may not be there normally.."
341840.tsv,2010-07-25T22:14:00.000Z,Dr_Willis,jNovice," so yes it might be a little harder to do some things.. they use different apps for most everything.. some m ay be easier"
341840.tsv,2010-07-25T22:15:00.000Z,Dr_Willis,jNovice," you could roll your own 'light' desktop depending on your needs."
341866.tsv,2009-12-23T17:59:00.000Z,Dr_Willis,nitsckie," clarify what you mean by 'vm'"
343426.tsv,2008-03-09T17:34:00.000Z,Dr_Willis,osotogari," you can access it with the samba tools under ubuntu? or you mean accessing the mountpoint?"
343426.tsv,2008-03-09T17:35:00.000Z,Dr_Willis,osotogari," i tend to manually edit my samba config to enable  a few public shares  - The books in the 'samba-doc' package cover this."
342051.tsv,2009-11-07T17:28:00.000Z,Dr_Willis,kavurt," use whatever one you like."
342051.tsv,2009-11-07T17:29:00.000Z,Dr_Willis,kavurt," most5 people tens to use apt-get"
342464.tsv,2006-02-20T10:18:00.000Z,Dr_Willis,nmm," under linux - k3b, under windows = 'burn at once' :P"
216005.tsv,2006-08-03T16:56:00.000Z,Dr_Willis,jhasse," ive heard theres some gconf setting you can mess with - but thats all i rember. :( heh."
342888.tsv,2012-08-09T17:42:00.000Z,Dr_Willis,g30rgi0,"amd64 is the generic term for 64bit for intrl and amd"
274124.tsv,2005-10-11T09:54:00.000Z,Dr_Willis,nan,"and slap them."
274124.tsv,2005-10-11T09:54:00.000Z,Dr_Willis,nan,"at least Dapper Drake dosent sound like a  'Bean Eating Badger' :P"
343321.tsv,2009-09-29T07:01:00.000Z,Dr_Willis,The20Year1," ran out of space while installing... that could be a bit hard to fix."
342337.tsv,2012-08-20T18:53:00.000Z,Dr_Willis,nitrohax,"check fstab for a swap line"
53388.tsv,2009-10-31T23:33:00.000Z,Dr_Willis,josefrichter," theres themes/extensions for firefox for that.. or opera can i think.. and chromium can also."
32558.tsv,2012-05-20T19:22:00.000Z,Dr_Willis,nan,"there used to be a mirrorselect tool"
32558.tsv,2012-05-20T19:22:00.000Z,Dr_Willis,tieinv," i was getting stuff in B/sec the other day"
342270.tsv,2011-02-05T20:29:00.000Z,Dr_Willis,Viper92Z-Linux," its best to use ssh and forget ftp ever existed.."
342270.tsv,2011-02-05T20:45:00.000Z,Dr_Willis,Viper92Z-Linux," i can only thnk of a few reasons to use ftp these days"
3081.tsv,2012-06-03T15:21:00.000Z,Dr_Willis,deanzod," for vlc i had to try the different sound output devices, to get it working. alsa, pulse, defsult, rerstsrt vlc after changeing that setting"
3081.tsv,2012-06-03T15:25:00.000Z,Dr_Willis,deanzod," its in the vlc settings. audio section. a pull down item. default is 'default' or 'auto' i had to use alsa on one box i had"
44802.tsv,2012-06-14T15:12:00.000Z,Dr_Willis,WiW,"like the tiny url services?"
342194.tsv,2008-01-06T03:56:00.000Z,Dr_Willis,AspiringSociopat," thats what the topic says. :)"
342479.tsv,2005-09-15T12:15:00.000Z,Dr_Willis,pedrobest," thats how ubuntu works."
304773.tsv,2011-01-08T18:40:00.000Z,Dr_Willis,jubei," if using nvidia (or ati perhaps) try the 'nomodeset' option (space on boot screen/shows man, F6)"
342473.tsv,2010-01-15T08:05:00.000Z,Dr_Willis,luis__," how about Unintall one while you are installing it at teh same time.. see the potential problems?"
342473.tsv,2010-01-15T08:06:00.000Z,Dr_Willis,luis__," to keep the system from getting confused. Is the big reaason"
119623.tsv,2009-04-25T22:20:00.000Z,Dr_Willis,Oprtz," use the torrents.. they are faster then the download servers"
